2jS5Y5jADUfKCG7XuY85RK9NNcL93vwYyik8ZBytKKai, 2794334719.5305557
dGfsJzx36XXiBXMMKZwEfTkvsrn83eEtdmaqw3CURLB, 653074724.4
4r76Gn2kD7H9Fp6nUcYwFvScABUPXJp2p3xq1NWpbeow, 432365153.98760056
J66nm4GPswvq9T9eJDSdMTgdck7T8BP3zTTK49621uB, 174933037.6548013
FRo4L8HwytdhVY6Lm1KdC9guBCTdMwVvWB4oq8xuki12, 142003453.0
EedjaKHQYWS9xXxsdPWV3feLeHejLkmbQJKwjyj1274j, 134512060.9056905
BQ2Q5rBTRpPZ3qFS7WxLwDWEfjpcaTdfSEBF4CpNEAaR, 131211194.0
3SFWUkgoQNLyiBdrpwRsYNppchtBc9KYZWZxt2ST3PsS, 130137001.0
EXb7fSJJMNFCvmRSAP8bCLCkXzssncb1M3pPx1ERSUNS, 127571648.6
ApX8G8PwvB8EZkqcJGqcQ2XxqfprQPN2YYrmE5itx92t, 126941936.184184
EMDaQey5zRWCymnQ5TcCjgiuTKaUcKSvhW7bqbqTKoDz, 126925425.8052092
6GZiEeLCSkn3oknxsWRggPjoAUnxWdEM6b5bLsoAPUS1, 126354731.0
DzxX3DDLAGkQnWrpMXYBH7oKKS7ShHxSEzPPtX1hQKU2, 126041837.0
GA2L3EwRW27Hibsp1vzURmjHzZkCwzy6hxwymheKtkq8, 123446914.0
3FNpQ22ayNzS2JofTRsVvJjZ5ymzgemEdopGEdyU1HHE, 121014176.0
8vQa5SXaWFNamWht2WUiT5Y7ahj6F893R2EhYDjXqrCz, 118605520.6
4EiAthDv3Ekm3NdQHc4nrMoYEahhxEyf3AyJmStwtrCu, 116787672.45144548
9akHm9vMuX2GUwHq8ii6oyTrDHHt4iVzce364WpKnX1y, 102165383.6
7XwNK5hP7J3NiV5rWC7vpH7VPN2GaNodBKhZgjcW9gd9, 100173996.6
B9Sj1Z7rutskma1zFyKeCDnoT9zDofGfBPdoMtJZzgJB, 100000000.62772904
Ba5ZQRTAGbgTdRLjgtvsNwipRMW2yhidWTQ9jDqJePim, 99442035.6
Mi1K2FV9nFUqNRwHvTaZp3H4B1BLVAkQhF1Uwnms1mK, 98907092.34528504
HUc7FPNL7KgASyhpLpgPndyGtHLWazzsGsJcZnW8eZJY, 95557241.0
Bca8UgJJqAYBXKXdqNJK3DmMqTXs1PrNRfFMAiNuFTcA, 92474897.4
AKgZMdVxWYvg9AiYJ29zdA1vRU7pdS8kGViomqDXee72, 90000000.8
AwnuxJcYsz5FPzoEt8Jn71h9FyEVUnw3EKZAW8QZ8SmD, 90000000.0
2xGTcPSnetxkL3RTiuLRBgFjteypNjBevDYGimDq52jB, 90000000.0
8PqQYJDvsow3UGydnnNuwSoPBuJ2QGxT4DrwvRuAyLxJ, 90000000.0
48AkJsWQ43GVk76EbQRMwg4wkt5LzvcTYWK8azKS7PNt, 89920698.0
ESq4fAKWsxWxTbwjfHnjESvQQh6THvSt5jJiUudpBEhK, 88547127.6
34tZty7fxbY5gKeDX5xwFVhrBtxAKBS25APaADX2RRwW, 80986015.4
DDdxcAmfFWLs79vYC1WUuwBVM1XUfxmAgbYgccL5bgZg, 79580213.0
xEtrKicoipCxteqVeeLsYLmhQmqB9kwMiF5r8XzDCVT, 71823577.71137735
6bjNvUeUpAzq4RDqqM4czQM2VEKBogkJ1L1MjhnhMNme, 62390241.0
qXFNLW6Kmw622MSehJj9WtrAND4ivsUycySyrXyUC8r, 62048800.20746956
8FoXvQi8eMFnrP1AZRZinMxffrhxNyvKe49aiFauRcJa, 61476810.0
7yXtZ4MAwV6wztgBJarUQPEWSNh3RMMgxLRbbdKJfDg, 51000000.0
ASbsjapT1r36iz1aiRGNWcNsducxmsd4oitZHxpz8PLE, 50862173.6
5w9kadFPh46kXA3mC8yjqNszhh3jfea1NXxdxSSenWp9, 50449009.0
DASXLxXwunbj5v2QhDm6E9JoXqwx6ZEG9ch7cYDGj5J5, 50000000.0
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1, 48155984.96805563
5XpPW7Q9V5XJNEfzewJ3zAnHqjhwHkiTn3Ee4AskmnXJ, 45711176.6
9r1zrwUcpcAnQW6Q6kXP5c28HFEUDyAC22JhMSbH38RW, 45119596.0
HLMLK2XB9AeCHb7kynYbuYLxzB9VjpufZNHtjgVyZmfb, 45000001.6
91CtWtPZsCpc9mXpLzmvY4GRoY7r8XGAZZPfJd5VWPVW, 43503211.0
224obNuGyPsaoCyoDGG6SE5kLsG7C7Qio7EYMSgsBY3w, 42732798.0
84hWyrfRZSWtMoy3ybn6txB2mSUkmR4PYZZBz1UeG5vg, 42684993.6
8VXhKaFuFk6aRWM2vjvMezR3Zt1rhjyFUSh319TxFPRs, 39977567.0
Hr5qDsMoNXSNSSpxzeQckEgnhRpbNM6deYF698EuQFVb, 39576725.0
8UjgCXwMnW4HkSuu9v3BdU3L3CdpMCmPppFqc9jTMshY, 39420037.6
FtUDst1hinhbe8jhZ4djDiukU8Jw7xSiWRwdFm5y6zJW, 36544264.0
HBaS6DfApXui3n9pTJXiqGS3ykXSi2AELuzsnAc29RmQ, 35307359.31284013
4z91DsMWeczCxfMfNWKi6xvz1B5LEYCp9LNjVbiwhKYX, 35000000.0
DCp3SDo74Qx8ACGdPrsxTKNJ67KooH8SYHmLvegMesE1, 32758019.6
9LKMRMRRDd3AvJ8k75EyegBtAvAt61ez5UNNYi4Dsf7f, 31422355.2
8jDEJz1hwuQMNSaSbvouK9qSczvUF7V3XK1DXe3t3wfF, 30994042.0
3wjtTm4XQ3jAtXeQLydeQVBFSZCwZFf5UEAHENXowwvk, 30872081.0
9a2PkBvooU1FV1EjnvP9HE9ZgeRGxiouiUzJUnX48MW3, 30795676.0
9iuqbykPTeJ7EVQ4uB2wRNMBH6fyyp8KNNMrLCiZaoku, 30484132.8
4tZedXGyKLMjjagCbacCPEfAhCV1WGMzUVnPxhXmeKMh, 30314519.0
8sSrjcr53TJgdFjZKfsQhSU7TpjPj6LeBG45YAqfP2Ra, 30000000.0
2tkvsTUzCSK45mNWY5i4nVqhydWf8hw7JGabCcvD2pGP, 29995492.19080549
EToskLeZPEU5VvZ99Lu3Xbcnhwn8zc5NszTD665qCvtV, 28741484.0
HR1j3Z8BHpBuhx89vTXgZpfhjWxJP24tzAAfZBV5Qgcb, 28424524.0
887rA15CALTvisUhCoC7mHW526PZQgDe5sw93s6V6UyZ, 28047406.0
9ZEBY7MvKn1ZPeRgf4N1u4Ea18qnE1uPVbypr19necQL, 27450037.0
BVeBBbAXYc3ngDqTq8rV51GbWtjRTb8MSKgNkrZKYvnZ, 27106139.6
FdQsTMW4YnPunqaSu8LhFSr8qxAan1qaCPNmhajzyPD4, 26530469.8
HmCi5Yi4tPPzUw75cj91c7RZU6WbwKTas9rnBSWhQqSm, 25604526.6
4KMvuercJJ6skpATRXNvfSnaE9Q78bBexZR9DGLtm9pq, 25017711.70556798
4UAgeaevx5qXtMCcTyYsiXQDMAxv2v8tyySPvvAPrMVa, 24690998.0
D6w3B8WKsTL8HB8PTWWgbfWM4PzFjuxaJy6hszZM9eoz, 24561835.0
